customer_tweet_id,customer_text,apple_reply_id,apple_reply
1634083,"Why does this happen if I type the letter I? It just started this today, was fine before. Fix this @AppleSupport. https://t.co/ijVowdwRuq",1634082,@499907 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2850884,@AppleSupport I’ve had my #applewatch since March and I wore it everyday until about 2 weeks ago when i got this rash/burn that doesn’t seem to be going away... https://t.co/vyTlKhvbL2,2850883,@792703 We'd like to discuss this with you in detail. Would you please DM us your country of residence and model of Apple Watch? https://t.co/GDrqU22YpT
2509321,@AppleSupport  please help! https://t.co/zLJIg01CPr,2509320,@715332 We want to help out. DM us what you were doing on your MacBook when this happened. https://t.co/GDrqU22YpT
1193003,. @115858 yall need to speed up yo got damn services i have been waiting on the phone for an hour and a half!!!,1193002,@400324 We're here to help. Send us a DM and we can check on available options. https://t.co/GDrqU22YpT
2689420,does #iphonexcamera become extremely hot when you're taking photos or videos? Battery starts draining fast. i'm concerned... @AppleSupport,2689419,@756122 What is the temperature where you're using the device? It is possible for the device to get warm.  This article has more information: https://t.co/otCvUAaFQq
1105618,Fuck @115858 🤦‍♂️ ma phone jus deleted all ma messages n contacts ..,1105617,@380911 We want to help. Send us a DM and let us know what device this is occurring with and we'll go from there. https://t.co/GDrqU22YpT
1709950,Really @115858 ?? This is what you want to autocorrect “I️” to? #WTF https://t.co/xtf84xRTYz,1709949,@518073 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ
1394050,@713 WHY can’t I ever download the updates? I have to re-download the app... Is this a scam? One more and I’ve lost my patience @115858,1394049,@444206 That’s not what we’d like to hear. Let us know if these steps help: https://t.co/FgWA1fgP26
2567092,"@AppleSupport o que é isto?(aparentemente iPad reinicializou enquanto saí de casa umas horas e voltei para este ecrã) https://t.co/boOyCPP9vj",2567090,"@728195  Since our Twitter support is available in English, get help at: https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
1944217,@AppleSupport iPhone 7,1944219,@506507 Let us know which version of iOS you're using via DM. https://t.co/GDrqU22YpT
1789411,@AppleSupport These recent updates have made my iPhone unusable. I just wanna say thank you for your determination to ruin my device.,1789410,@537518 What kind of issues are you having with your iPhone? Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT
1082465,"@AppleSupport Restarting doesn’t help, I tried that already. My iOS version is the latest. 11.0.3 (15A432) Hope you can fix it ASAP.",1082466,"@375333 Thank you for letting us know. Next, let's continue in DM. Please let us know what country you're in here: https://t.co/GDrqU22YpT"
1174821,@AppleSupport And when I tried to put the files back into my new empty itunes my phone said I'd have ten gigs of other and no space to add new music,1174824,@396335 Do you typically sync music from the computer? Or are you an Apple Music subscriber?
2343730,@AppleSupport please fix the “I️” glitch it’s annoying!,2343729,"@677834 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6 https://t.co/GDrqU22YpT"
1346400,@AppleSupport #ios11 is randomly enabling Background Refresh and Siri Search for ALL apps again… Are you trying to collect more data? #weird,1346399,"@342220 We're here for you. Please get in touch with us in DM, and we'll get this taken care of. https://t.co/GDrqU22YpT"
1808672,"Took my @115858 iphone in to get the battery replaced. 2 days later, phone is worse. Why? 😡 No appointments available for 3 days!",1808671,@543375 Sounds like we may be encountering software and not hardware. Let's work together and isolate the issue. Please join us in DM. https://t.co/GDrqU22YpT
2446373,"@AppleSupport is there any problems with iCloud right now? my computer is prompting for login and gives ""unknown error"" when i enter my password.",2446371,"@701331 Let's look into this with you. The system status site, https://t.co/7NVrDovSd8, shows no iCloud system issues. Are you trying to log into the iCloud website?"
1983371,@AppleSupport WITHOUT QUOTATIONS. I️ I️ I️ I️,1983370,@462309 DM us using the link below. Include your iOS version from Settings &gt; General &gt; About &gt; Version. We're glad to assist. https://t.co/GDrqU22YpT
697043,@115858 black screen with only mouse cursor after installing #macOS #HighSierra supplemental update..! #fail,697042,"@286325 Let's look into this together. To start, reach out to us in DM and we'll continue from there. https://t.co/GDrqU22YpT"
2955441,@AppleSupport 11.1.2,2955443,@525895 DM us and let us know if you've tried any steps to resolve this already. We want to make sure we don't repeat any unnecessary steps. We know how valuable your time is. https://t.co/GDrqU22YpT
1991262,@115858 what’s going on with the I️ replacement thing? Why is something weird popping up? https://t.co/NzPH0dE2RM,1991261,"@589310 We're glad you reached out. Send us a DM to let us know which device you're using, and which iOS version is installed. https://t.co/GDrqU22YpT"
436975,ios11 is fucking up my battery life @115858,436974,@218771 We know how important battery life is and want to help. DM us about this and we'll continue there. https://t.co/GDrqU22YpT
2050948,Well done @115858 you’ve really screwed up the UI on iOS now!! Also have WebKit issues on forms in modal boxes on w… https://t.co/USEKQ2PhxM https://t.co/FWKA3WZeMd,2050947,@606515 Thanks for reaching out about these behaviors. Which device are you using? Let us know via a DM. We’ll move from there. https://t.co/GDrqU2kzhr
2485734,"@115858 you need to fix the i - when i type an i by itself, it is almost always a capital I not a little i so please automate it. You are smart, fix this crap before i lose my mind.TY",2485729,"@710038 We've got your back! Are you having an issue with the 'i' auto-correcting to anything other than the capital letter? You can make changes in Settings &gt; General &gt; Keyboard &gt; Text Replacement. Then tap '+' to make it default to a capital, if desired."
1937218,"@AppleSupport I will buy an iPhone8 in the USA, I need to use it with a company in MEX and another company in the USA any recommendations?",1937216,"@576315 To see how we can help, please let us know in DM if you are asking about carriers that can be used with an iPhone 8. https://t.co/GDrqU22YpT"
1508744,"@115858 There is a flaw in iMessage on Mac also on the iPhone turning the word ""I"" in to symbols.",1508743,@470195 We'd love to provide you more guidance on this. Meet us in DM please. https://t.co/GDrqU22YpT
2728091,@AppleSupport Lyrics on some songs are disappearing when I sync wirelessly on iTunes Wifi Sync! help plz,2728089,"@320279 We'd like to help out.  Is this only happening over Wi-Fi sync, or is it doing the same when connected to cellular only?"
1796248,@AppleSupport can you check the overall Health (battery especially) of my iphone 5s?,1796247,"@539731 We’d love to help with your iPhone. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT"
53540,"@AppleSupport Watch 4.1, Iphone 11.1..I restarted and re-enabled/disabled notifications via watch app.",53542,@128098 Let's next unpair and then pair them again. This article has the steps: https://t.co/UCuy0qGg07
573676,@AppleSupport I did this a long time ago,573678,"@254874 Thanks for letting us know. So that we can move forward together, let us know the country you are currently in and we'll be happy to investigate further,"
372905,IOS 11 c’est un véritable carnage pour la batterie mais c’est du jamais vu je charge mon tel 3 à 4 fois/jour @115858,372904,@204368 We offer support via Twitter in English. Contact an advisor for help in your preferred language here: https://t.co/5wewfI3Xkv
1940168,@115858 @170480 So why is my iPhone forcing this stupid symbol when I️ type in a lower case ‘i’? https://t.co/wNynkT7GFs,1940167,@511064 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.
1761303,@AppleSupport Thank you so much!,1761305,@304205 You're welcome!
2149190,They need to fix this damn update @AppleSupport,2149189,@631655 We'd like to hear more about the issues you're having since updating. DM us more details and the device you're using. https://t.co/GDrqU22YpT
2127339,@115858 @AppleSupport what is wrong with my macbook air?! do I need to get an hp?,2127338,@626357 We're happy to help with any issues you're experiencing. Please tell us more about what's happening with your MacBook Air.
2943334,"@AppleSupport hi guys, I just turned off ‘iCloud photo library’ in my settings and it deleted all of the photos on my phone. Can I get them back?",2943333,@813136 We'd be happy to help. You can bring your pictures back by turning on iCloud Photo Library again. This article shows you how you can turn iCloud Photo Library off and still keep your photos: https://t.co/8YUslsnsM5
1571659,@AppleSupport,1571658,@484563 We offer support via Twitter in English. Get help in Portuguese here: https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt
724014,@293384 like @115858 fix that shit please,724013,@293383 We'd like to help. Please DM us details on the issue you're experiencing and we'll get started. https://t.co/GDrqU22YpT
1717613,@AppleSupport iPhone 6s and the latest update,1717615,"@520094 Please check Settings &gt; General &gt; About and let us know your exact version. Also, let's restart your iPhone and check again."
2280933,@AppleSupport the 11.1.1 update didn’t fix the problem of the question mark box glitch on my phone.,2280932,@663038 We want to look into this with you. Meet us in DM and we'll go from there. https://t.co/GDrqU22YpT
720522,Nice job @115858 erasing my notes till I did the #update FYI it #sucks. Freezing and email looks like cheap texts. Ugly font!,720523,"@123379 We'd like to look into this with you. DM us, and we can get started. https://t.co/GDrqU22YpT"
967788,@AppleSupport my phone isn’t in silent mode but there’s no sound,967786,@349718 Let's help isolate and take a closer look. Are you still able to play audio such as music? What about through headphones?
1531366,"All the glitches in iOS 11, including the constant freezing, shutting down of apps, no dial tone and now this question mark box, are unacceptable, @115858 @AppleSupport 

I’m fed up.",1531365,@475074 We're here to help. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT
1597697,@AppleSupport FIX THE ISSUE WITH THE I️,1597696,@490778 We'll get this figured out. Check out the steps here: https://t.co/xU1AGHStV6 DM us any questions. https://t.co/GDrqU22YpT
1791799,"@AppleSupport I have the 6S. Ever since the big update, the Bluetooth and WiFi turn on automatically.",1791800,@538191 Are you turning them off through the Control Center? The Control Center has changed with iOS 11: https://t.co/G7BHuQnDS6
244961,Updated iOS and now I can’t make...phone calls!  How do you mess up phone calls @AppleSupport ? https://t.co/6hU1rddVkm,244960,@174164 We can help. Try following this article and let us know the results https://t.co/U53YusKX3z
1907943,@AppleSupport Why the fuck my phone not charging I hate when y’all make new phones. I want a reimbursement,1907942,@568381 We can help! Give these steps a shot: https://t.co/uqxquyfdn0 Reply in DM with the results. https://t.co/GDrqU22YpT
1637840,Dear @115858 please fix the “I’m” issue,1637839,@500886 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
513664,Dear @AppleSupport my iphone keeps restarting itself approximately every 2 minutes. I cant even call an apple store to find out if they are open because it cuts me off every time and restarts!,513663,@238230 Thank you for reaching out. We received your DM and will continue to work with you there.
541159,"After Updating iOS11.1.2, every minute blank screen rotating wheels lock, loop @115858 @AppleSupport. Temp fix set date back a few days? https://t.co/ANVrN0SMth",541157,"@245540 You're in the right place for assistance. Let’s make sure you have a backup, then follow the steps in this article, which includes updating to iOS version 11.2: https://t.co/osZOKKTalm

If you have any questions, let us know."
2439788,".@AppleSupport my phone automatically installed an update last night and it won't finish (waited 4+ hours on one try, 5 tries in total over 8 hrs). I put my phone in recovery mode but cannot update/restore via iTunes. Is there any way to fix w/o sending my phone in for repair?",2439787,@699773 We're here for you. What happens when you try to update or restore in iTunes?
2341673,@AppleSupport Here is what i got from last update!! https://t.co/bmzFMtNa9P,2341671,@641430 We're here to help. What is the current state of the iPhone? Are you only seeing the Apple logo on startup?
1304267,"@AppleSupport I think I have fixed the problem when I was cleaning my phone, but thank you anyways I appreciate the concern",1304269,"@424775 We're glad to hear it! If you need us down the road, we're here from 5am until 8pm Pacific time, and always happy to help."
2309873,@AppleSupport yes,2309874,"@669928 Be sure you have an up to date backup, then install any available iOS updates before trying again: https://t.co/80YRnjDFDk"
2369458,@115858 @AppleSupport CAN YOU GUYS FIX YOUR MAPS BULLSHIT PLEASE!!! YOUR SHIT IS A JOKE! IM SICK OF APPLE MAPS NOT WORKING! FUCK YOU APPLE DO YOU EVEN WORK?,2369457,@683810 We want to help. Meet us in DM and give us the details. https://t.co/GDrqU22YpT
2353640,@680094 @AppleSupport محدثه على 11.1.1 ولكن يسخن الجهاز عندي والبطاريه تروح بسرعه,2353639,@680093 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1899515,Ever since I got the update my phone freezes all the time. Anyone else having this problem? I’m getting very frustrated @AppleSupport,1899514,"@566108 Let’s see if we can get your device running smoothly again. DM us your current iOS version, and we'll continue there. https://t.co/GDrqU22YpT"
285168,@AppleSupport do you fancy fixing the bug in IOS 11 where an alarm goes off without any sound? Defeats the whole point of an alarm.,285166,@183939 We can help with alarms. Have you tried recreating the alarm to see if the issue persists?
875948,@115858 ios 11 made my phone bug and now its hella slow!! Sos,875947,@327973 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT
1677865,i wanna CRY my laptop isn't working n i have homework due in an hour @AppleSupport please help me my life's in SHAMBLES,1677864,"@510343 We're here to help. To start, what device model are you using and what issue(s) are you experiencing exactly?"
171773,The update to macOS High Sierra sucks. It has broken my system. Need recovery. @AppleSupport @AppleSupport,171772,"@156115 We’d like to understand more about this. Please DM us some details and which country you're in, and we’ll take it from there. https://t.co/GDrqU22YpT"
1997397,@115858 @AppleSupport  my phone is updated but my I️ is still a box and I️ don’t have the new emojis. What’s the tea? https://t.co/3QEka86RHY,1997396,"@590596 Which device and version of iOS are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT"
997752,"Hey! @AppleSupport I have a recurring problem with my iPhone, can you help?",997750,"@356260 We'll gladly help with your iPhone. Let us know more, and we'll take it from there."
98816,"@AppleSupport my iPhone 6 A1586, the touch screen freezes all the time no matter what iOS11 installed. It is disappointed.",98815,@137625 Let's check into what's going on with your iPhone.  Tell us in DM when you notice this freezing. Does it happen when using specific apps or services? https://t.co/GDrqU22YpT
1641226,"Dear Apple, this whole “I️” issue that you’re having is making me want an android. Sincerely, FIGURE YO SHIT OUT 
@AppleSupport",1641224,@501741 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
2410332,@AppleSupport how can I stop my iPad from automatically updating to ios 11? I have incompatible apps that I am still using.,2410331,@465158 You can go to Settings &gt; iTunes &amp; App Stores and turn off Automatic Updates.
2631615,THE ONLY THING THAT COMES UP WHEN I SEARCH FOR HARRY STYLES BEHIND THE ALBUM IS A 30 SECOND TRAILER I DON'T PAY £9.99 A MONTH TO NOT HAVE WHAT I'M MEANT TO HAVE @AppleSupport @115948 https://t.co/CIG1GZinTc,2631614,"@743090 This for reaching out to us today! Look for our response in DM, and we'll continue further from there. https://t.co/GDrqU22YpT"
2128253,Alright @115858 if you don’t get this “I️ “ fixed soon I️m going to lose my mind tbh,2128252,@626550 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1366380,@AppleSupport Where can I report a fraudulent email about a purchase? Paypal was good about helping me stop these so assume the same 4 you?,1366379,@438079 Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT
1619341,@AppleSupport 👇🏼when letter “i” is being texted on all iPhones after your last update. I have a 6S. https://t.co/9LtcwR0xuu,1619340,@496401 We're happy to assist. We currently have a workaround for this: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
1148848,@AppleSupport Since installing the latest update I haven’t been able to load certain Apps on my IPad or phone. Any ideas? Thanks,1148846,@390357 We'd love to look into this with you. Please let us know the exact name of the apps that you're trying to install.
2447512,@AppleSupport it has to do with the activation lock and my apple id password,2447514,"@701591 Are you having trouble getting it to accept your password, or do you need to reset it?"
2471964,Hey @AppleSupport can you tell me what's happened to my iPhone please? Other than the fact that it's exploded of course https://t.co/6yibdOEN5f,2471963,@706936 Let's take a look at our options together. Please DM us with the current country you are in. https://t.co/GDrqU22YpT
1339727,"Suddenly I can't transfer CDs to my ipod. And some tracks already on my ipod won't play. Why, @AppleSupport?",1339724,@432492 We'd love to assist you. What happens when you try to sync? Are you following the guidance here? https://t.co/LvlpsBrAlD
2442723,"@115858

I shouldn't have to worry about #someone, this is #apple #glitch 

fix it https://t.co/SZjLpFrCaH",2442721,@700479 We'd like to help. Several things can initiate that message. Check out this article for more info: https://t.co/orlS1kASR0
1407864,@447245 @AppleSupport @115858 Had same issue and am so mad at myself for doing the update!,1821855,"@546916 We want you to enjoy using iOS 11 on your device without worrying about battery life. DM us, and we'll see how we can help. https://t.co/GDrqU22YpT"
1429766,@115858 High Sierra WiFi issues. Ughh quality has really fallen. Don't upgrade to it yet.,1429765,@452059 We'd like to get your Mac's Wi-Fi working right. What's happening with it and which model do you have? Tried any steps?
1053688,@115858 New iOS 11 updates really hurt my iPhone 5S. Apps are failing. Slow. Poor battery life. Very frustrating. Worked fine before updates.,1053687,@368973 We'd like to look into this with you. DM us using the link below. https://t.co/GDrqU22YpT
54460,@AppleSupport 11.1,54462,@128332 Are you using a third-party keyboard in Settings &gt; General &gt; Keyboard &gt; Keyboards ? Let us know in DM. https://t.co/GDrqU22YpT
2307257,So my iCloud iTunes Library isn't working @AppleSupport,2307256,@669325 Let's work on this together. Tell us what is happening with your iCloud Music Library.
553564,Hi @115858 @AppleSupport I didn’t subscribe to @25269 hooq_sg. Please clarify if this email is LEGIT. https://t.co/J9Cm687Lft,553563,@249111 That looks like phishing and not from us. More info on phishing and how to avoid it here: https://t.co/LNMCdqt6fD
1579091,@AppleSupport how can I purchase applecare for my new iPhone ?,1579090,@486266 We can help with purchasing AppleCare here: https://t.co/brpZQUaYqu
2065004,@AppleSupport I already did a few days back but there was no help. ☹️,2065006,"@610663 We'd like to make sure we've gone over all our options. To do that, we'll need to continue working via Direct Message here: https://t.co/GDrqU22YpT"
247642,"@115858 why won’t IOS11 let me leave WiFi off? It’s really, really irritating. Also ITunes is an unusable mess",247641,@121207 Thanks for reaching out to us for support. We would love to help you. Can you tell us how often does the issue occur?
2138821,Soo.. did @115858 replace an emoji? Because I never updated for the new emojis🤷🏽‍♂️ https://t.co/SEMxhmWpH9,2138819,@629053 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2826222,My iPhone keeps restarting itself every minute!? Helppppp 😫@AppleSupport,2826221,"@787277 We want to help you. Let's try backing up your device and follow the steps that we offer on our article here: https://t.co/osZOKKTalm

This article will walk you through backing up your device: 
https://t.co/4f8hwT5to6"
103166,@115858 iPhone X orange camera problem? https://t.co/HooDTPyYNl,103165,@138695 Let's help take a look. How long has this been happening? Have you tried any troubleshooting such as force quitting camera or rebooting the iPhone X? What's the version of iOS in Settings &gt; General &gt; About?
1780251,@AppleSupport I’ve restarted it. It comes and goes since I downloaded the new update,1780250,@534862 We understand what you mean. Does this only happen when you have a certain app open in the background?
2756173,I️ HATE THIS GLITCH SO MUCH. EXPLAIN @AppleSupport,2756172,"@771399 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/ui8Itz8ESg"
1118101,“Your iPhone batter may need to be serviced”.... Thanks @115858 🙄🙄🙄,1118100,@383821 We're here to help. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT
1774704,I’m tired of seeing question marks all day..how do I️ fix this @AppleSupport ?,1774703,@533335 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2061409,My phone needs to be either replaced or repaired and the Apple appdoesnf make it easy for me to set an appointment to do so @AppleSupport,2061408,"@609658 We're here to help. If you are looking for support with booking a Genius Bar appointment, click here: https://t.co/N7pCWSw1IS"
1582982,"@AppleSupport Hi, upgrade programme on uk site says not available till 6am today, can't access it still - any reasons why?",1582981,@487203 We'd like to get you pointed in the right direction. You'll want to reach out to our sales support team here: https://t.co/8yjRd1Xo0i
1759651,Seriously @AppleSupport - fix this! Or let us know you’re working on it! 😤 https://t.co/g0IiF2VDOd,1759650,@529630 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1147903,@115858 iOS 11 sucks ass. My phone is slow as shit. Fix it. Now.,1147902,@390147 Let's work on it together. Which version of iOS 11 is installed on your iPhone? Let us know in a DM. https://t.co/GDrqU22YpT
398819,"@AppleSupport @115858 By anyway, can I go back to iOs 10 stable version ?  iOs 11 is eating battery like hell in my iPhone 6.",398817,"@210314 Update to iOS 11.0.2. Reach us in DM if the issue persists, and we'll team up on next steps. https://t.co/GDrqU22YpT"
2068284,"@AppleSupport
After iOS upgrade iPhone 7+ suffer screen freeze, delayed response,battery draining. Solve it or allow downgrade to 10.3.3",2068283,@611637 We'd like to help. DM us details on the apps you're using when having these issues and we'll continue support there. https://t.co/GDrqU22YpT
1099707,Apple Maps Driving Directions has been broken for a few hours now. @AppleSupport,1099704,@379507 What exactly happens when you try to use Maps? What's the device and iOS version? We'll work with you to see what's going on.
861965,@AppleSupport got up to this screen. IOS 11 is annoyingly buggy! https://t.co/V5kJ7ZVZTl,861963,@324677 Thanks for reaching out about this behavior. Which device are you using? Is this the first time this has happened?
1738815,"@115858 @AppleSupport my phone automatically updated this past daylight savings and now my apps, specifically instagram does not work.",1738813,@524814 Thanks for reaching out. We've received your DM and will continue working with you there.
1763555,@AppleSupport Hello. I believe I’ve been sent a fake e-mail by someone posing as Apple saying my account will be closed. Odd. Can you help?,1763554,@136047 Hey there! This article should help: https://t.co/LNMCdqt6fD Join us in DM if you would like additional help! We're here for you https://t.co/GDrqU22YpT
2572643,@AppleSupport hi can i talk to you in dms regarding an iphone 7,2572642,@488013 Sure thing. We'd be happy to help in any way we can. DM us using this link: https://t.co/GDrqU22YpT
1037084,@115858 Am I the only one upset about the removal of the auto brightness toggle? It’s inconvenient as hell.,1037082,@365336 We are here to help! Check out this article with the steps to turn off Auto Brightness in iOS 11: https://t.co/bkqEVCrK2l
2518230,@AppleSupport Try to call someone and it hangs up immediately,2518232,"@717326 Try to turn Airplane mode on, and then back off. See if you can make calls normally again after this. Our website here has information on using Airplane mode: https://t.co/NhYbxEazNR"
975115,"@AppleSupport it jumps around and if I plug it in when it's at 1% it switches to, say 41%, and then it'll die a few minutes later",975117,@351249 That's certainly not what we'd expect you to see. DM us and we'll see what we can do to help find a solution. https://t.co/GDrqU22YpT
2004928,@AppleSupport of course I mean iTunes.,2004927,"@592883 Tap the magnifying glass in the search box and uncheck ""Search Entire Library"" and retry inside a playlist. DM us for more. https://t.co/GDrqU22YpT"
1363226,"@AppleSupport Got iPhone X reservation # last night. Email says I have 24 hours. Site says ""Rez not found."" 1800# busy. Chat rejected. Help?",1363224,@437419 We'd like to see how we can help. Can you send us a DM? We'll continue there. https://t.co/GDrqU22YpT
2081632,@AppleSupport speaking of which ever since I updated to iOS 11.0.2 (now I’m on iOS 11.0.3) my iPhone has been freezing and lagging so bad,2081631,@192577 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
951786,@AppleSupport I think you cant try your hdmi device or you can tell to development ios 11 because there is problem on their software,951788,@345795 Thanks for that info. We've received your DM and we'll continue to assist you from there.
1688499,@115858 can y’all do something about this I️ &amp; it situation 😒@AppleSupport,1688498,@512713 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
1837772,@AppleSupport It launches with the white preload screen then exits out and goes back to home screen. Tried restarting phone already,1837771,@550917 Understood. Send us a DM with which iPhone you are using and which version of iOS it is running. We'll continue there. https://t.co/GDrqU22YpT
2704258,@AppleSupport Yes,2704260,"@337874 And if you tap it, then sign out, and sign back in - is your password accepted or does it pop right back up, prompting you to re-enter it?"
1414822,From one day to another my finger recognition stopped working. stop f*cking up my phone when you drop a new one. @115858 @AppleSupport,1414820,@165826 We'd be happy to look into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT
1763766,@AppleSupport can you please fix this I️ problem it’s getting a little annoying and hard to look professional via email to my colleagues,1763765,@530618 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2695013,@AppleSupport 11.2!,2695014,"@757366 Send us a DM and let us know if you're running Public, or Developer beta. We'll go from there. https://t.co/GDrqU22YpT"
1475446,Dear @115858 IM SICK OF THIS SHIT 👉🏽 I️ SO WHAT YALL GONE DO?!!,1475445,@462527 We can definitely look into this with you. Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT
2010639,Hey @115858 your update sucks ass,2010638,@594557 What seems to be going on with your device? We'd like to help. DM us your model and how we can help out: https://t.co/GDrqU22YpT
1988259,Fix my keyboard! You got me looking dumb in my emails 😡 @AppleSupport,1988258,@588471 We'd be happy to help with any issues you're experiencing. Please let us know in DM a bit more about what's going on. https://t.co/GDrqU22YpT
904677,Who can I contact about my outrage of what iOS 11 is doing to my phone? @115858 @169919 @40033 @176225 help,904676,@334783 Let us look into what is going on with your iPhone. DM us the details here: https://t.co/GDrqU22YpT
2373289,@115858 @AppleSupport,2373288,@684678 Apple welcomes suggestions. Here’s a great link to submit your feedback: https://t.co/eTPVYVFyd8
1866375,@115858 well... our MacBook pro just exploded :) Can someone explain wtf this is about? https://t.co/q0phyws3DN,1866374,@557592 We are here to help whenever possible. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT
2302804,@AppleSupport i re started the phone . the problem still continue when i use headphone ( bose) ? do you have another tips ? i am quite annoyed,2302802,@668230 We'd like to take a further look at this with you. Please meet us in DM to proceed. https://t.co/GDrqU22YpT
2185166,Batteritiden på min iPhone har blivit löjligt - LÖJLIGT - svag sen senaste iOS-uppdateringen. @AppleSupport,2185165,@639967 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
2675730,@118062 @118721 @AppleSupport I pre-ordered Taylors new CD last week and still never got my presale code! Please help!,2675729,"@753147 We'd like to help get you to our team. For best assistance, please follow the link to our iTunes team: https://t.co/SDIe7UiyJN"
764845,"Since updating my iPhone, my screen has been super glitchy &amp; partially unresponsive. Get it together @115858",764844,"@302804 Let's take a closer look together. Which iPhone model do you have, and what's the exact iOS version number installed?"
1765098,@AppleSupport Thx i got it working! APPLE ALL DAY BOI!,1765099,@240825 Terrific. We're glad to hear that the issue was resolved. Please don't hesitate to contact us if you need any assistance.
1766702,.@AppleSupport Need a bug fix for this annoying I problem which types as an A and a weird symbol after update!,1766701,@531276 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2241145,"@AppleSupport The autocorrect is marking all none American spellings as incorrect though my English is set to Ireland (I’d had it set to uk, same issue)",2241147,"@653424 If you wouldn't mind, could you send us a DM and let us know if this occurs in multiple apps, please? https://t.co/GDrqU22YpT"
1991190,".@115858 iOS 11 has a serious battery drain issue. I'm so glad the 11.1 update gives me 70 new emojis instead!  😖
#not",1991189,@125987 We know how important battery life is. Let's help. Please check out: https://t.co/bivpdfBNJ6 Keep us posted in DM. https://t.co/GDrqU22YpT
2147676,Hey @115858 @2310 when are you going to fix the “I️” glitch? Where do I️ send my invoices for lost wages on un-editable type?,2147675,@631271 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
556205,"@AppleSupport If predictive is off in my keyboard setting, messages overlaps when we try to switch to emoji keyboard. In the attached video, you can see, if i try to bring up emoji keyboard, the messages which i sent earlier are not moving up, instead they are overlapping(See the read receipt) https://t.co/tEWhinzlzU",556207,@249931 We want that to work as expected. Please reach out to our phone or chat support to continue working on this issue here:  https://t.co/IBIY3vMgPj
1443142,@10190 @AppleSupport I have pop ups on my Mac from Advance MAC Cleaner. Seems to be spam or virus. How do I get rid of? @115858,1443141,@175931 We're happy to assist. Which macOS version are you currently running? DM us and let us know. https://t.co/GDrqU22YpT
2432818,"@AppleSupport I would love to tell you all about the issues I’m experiencing but, no doubt it will freeze half way though...",2432820,@698196 Please fill us in with as much information as possible. We're more than happy to help. Are you experiencing freezing with any particular apps?
2140948,@AppleSupport @118936 @23150 @160959 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ please help I️ I️ I️ I️ I️,2140946,@629576 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2502039,@AppleSupport I have 10.12.6 and it happens in any app in which I'm typing.,2502041,@233080 Thanks for letting us know. Send us a DM and we'll continue this conversation there. https://t.co/GDrqU22YpT
2313941,.@115858 I don’t have the money for the new drop so stop fuckin w my current phone PLEASE,2313940,"@670991 We’re here to help with any issues you’re having on your device. Send us some more details about it in DM, and we’ll work with you there. https://t.co/GDrqU22YpT"
