customer_tweet_id,customer_text,apple_reply_id,apple_reply,intent,should_escalate,escalation_reason,annotation_notes
31881,"@115858 hi, facing problems of mobile hanging. Moblile gets hanged while having conference call, massaging, etc. become very slow many times",31880,@123042 That is certainly not the experience we want you to have. Which iPhone model do you use?,,,,
743495,Ever since updating my phone my battery has dropped from 81% to 16% in no time @115858 #Iphone6s,743493,@285117 Hi there. We'd like to help. Have you tried any of the suggestions here: https://t.co/bivpdfBNJ6 Let us know if this helps.,,,,
990406,Malgré les #MAJIOS11 @AppleSupport le bouton #wifi continue de s’activer tout seul  sur panneau de #contrôle et pas dans le menu général 🤔😡,990405,@309164 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,,,
821752,"@AppleSupport I have a few text replacements set up, but not for these words and it happens with many more words at random. Think it started with iOS 11.",821754,@315733 Let's look into this further. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,,,,
2728182,Shoutout to @AppleSupport for the new update my Touch ID don’t work and every 5 seconds my screen keeps rotation despite the fact it’s on auto lock !! #Fuming 😡😡😡,2728180,"@764979 We'd like to check into what's causing this with your iPhone. Which exact version of iOS is currently installed? Also, have you tried restarting the iPhone to see if it resolves the issue?",,,,
715642,@AppleSupport 11.0.2,715641,@291237 And were you seeing the battery drain while on the charger or was it off at the time? And this is the charger that came with it?,,,,
2294687,"@AppleSupport My Apple TV4k keeps stopping playing my movies that i hire trough Apple, only fix is taking the power out of the back and reboot, then after serveral minutes the same. 3/4 times per movie,",2294689,"@666318 Thanks for confirming that. To help with streaming movies on your Apple TV, let's give the information in this article a try: https://t.co/uchBAz5XFB

If you're in need of further assistance, please contact our Apple TV team. Here's how: https://t.co/IBIY3vMgPj",,,,
388031,@AppleSupport iPhone 7 Plus has lost about 20% of battery in less than 2 hours -  this seems a lot? Airpods and Watch connected but still?:(,388030,@206183 We want to make sure your battery life is as good as can be.  Take a look at this article. https://t.co/bivpdfBNJ6,,,,
2306651,"@AppleSupport If you actually read the tweet you’d see I said that was the ONLY option, unfortunately. I shouldn’t have to toggle WiFi off and on constantly to make a $1000 phone work.",2306653,@669168 We'd love to have you share your feedback on that with us here:  https://t.co/eTPVYVFyd8,,,,
1838235,@AppleSupport can someone please tell me why my music has deleted itself and needs a WiFi connection despite being in aircraft mode?,1838234,@551008 We'll be happy to help. Which device is this happening on &amp; what version of OS is installed on it?,,,,
2776048,@AppleSupport 2007 iMac running 10.11.6.  Suddenly keep getting warning about this Mac can’t connect to iCloud error. However messages and FaceTime calls keep coming through.,2776046,"@248164 You’re in the right place for help. Since noticing this message, have you had a chance to restart your iMac? This step may seem simple, but it can resolve minor issues.",,,,
2950898,@AppleSupport my laptop won't turn on its been sitting like this for an hour and a half now I even tried shutting it  down turning it back on and didnt work 😭 https://t.co/q0XbJ6YyRD,2950896,@814877 We want to help out. Have you tried booting into safe mode? https://t.co/PQ4LSYhUTY,,,,
1126192,Thanks alot for turning my perfectly good iPhone into an unusable piece of crap with your new update @AppleSupport,1126190,@226995 We'd love to assist. Can you give us some details including the iPhone model and the exact iOS version it's running?,,,,
2573922,@AppleSupport No internet with my 802.11ac (5 Ghz) WiFi network after upgrading to iOS 11.1.1 on iPhone 6s. Resetted/restored everything flashed latest firmwares everywhere. All my Windows 10 and Android devices connnect without trouble.,2573920,@142511 Thank you for reaching out to us. We know it's important to have your devices connecting properly. Let's try the steps here: https://t.co/sXbhzfS2lM,,,,
1936274,@115858 @AppleSupport  can you please so out battery life please and my battery went from 20% to 0% in 2 minuets wtf,1936273,@576062 We're here to help be sure your battery is working normally. DM us and let us know what device you're using to get started. https://t.co/GDrqU22YpT,,,,
2728259,"@AppleSupport Hi - nope, they don't last that long :(  I generally check that the charging symbol is showing.  So it would seem unlikely that is the issue.",2728260,"@764990 Let's continue our conversation in DM, where we can investigate further, and offer the best path toward a solution. https://t.co/GDrqU22YpT",,,,
287505,"@AppleSupport so many issues with iOS 11. Freezing, lagging, apps not working, battery life is none. just general terribleness. FIX THIS!!!",287503,"@184518 Let us help out. Tell us which version of iOS 11 in Settings &gt; General &gt; About. Also, are there any App Store updates available?",,,,
1478063,@AppleSupport Hello Apple I just a weird email saying it’s from iCloud but I found out it was a fake. Please warn others #fakeemail https://t.co/fMa9usocDw,1478062,"@463212 Thank you for letting us know, follow the steps on this page to share it to us: https://t.co/LNMCdqt6fD",,,,
2008231,@115858  realease a better update my phone is freezing 😭😭😭😭,2008230,"@593841 We're happy to look into this issue with you. DM us the iOS version installed, and details of when the behavior occurs. https://t.co/GDrqU22YpT",,,,
2295250,@AppleSupport why is that I restarted my phone and it deleted my photos?? ☹️,2295249,@519347 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,,,
875132,"iOS 11 or as I like to call it, how to screw your battery in one easy download, what have @115858 done? #wtf #rubbish #frustrated",875130,@327774 We certainly want to help get your battery life back to normal. Go ahead &amp; reach out to us in DM &amp; we'll continue there. https://t.co/GDrqU22YpT,,,,
1968226,I’ve had my phone off the charger for 2 and a half hours and it’s done to 65% even with battery saver on. @AppleSupport,1968225,@373648 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version. https://t.co/GDrqU22YpT,,,,
2446400,@AppleSupport updated to iOS 11.1 and now Siri is “having trouble with the connection” and I just got iMessages from an hour ago... 🙄,2446398,@607939 We want you to be able to have a smooth update. Is your device currently on Wi-Fi or cellular data?,,,,
2967868,@AppleSupport my iPhone X just started displaying this green line down the right side of the screen. Apparently it’s an existing issue. What can I do to resolve this? https://t.co/NaH9iaMuFy,2967867,@818717 Thanks for reaching out. We can definitely understand your concern. Let's partner together in DM and see what's going on. https://t.co/GDrqU22YpT,,,,
2141021,omg @AppleSupport this is what texts look like in messages right now. #ios111 https://t.co/bdn21AOqZu,2141020,@629602 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,
2079318,@AppleSupport - hi - my 6s battery goes from fully charged to empty in a few hours since #IOS11!!!!,2079317,@614960 Let’s look into this together. Reach out to us in DM and let us know when you completed the most recent update. https://t.co/GDrqU22YpT,,,,
260027,My iPhone 7+ is far slower and keeps freezing since upgrading to iOS11 - anyone else? #apple #iphone #iOS11 #ios11update @115858,260026,"@177861 Hey, we want to make sure your iPhone is running smoothly. DM us and we can look into this together. https://t.co/GDrqU22YpT",,,,
1487510,"@AppleSupport, I must say: IOS 11, since I have installed, have been consuming an extraordinary battery. How can I solve this?",1487509,@465480 Battery life is important and we'd like to help you get the most use from it. Which model do you have and is iOS 11.0.3 installed?,,,,
116003,@AppleSupport My tweet pretty much says it all to be honest. The battery life and the touch screen inaccuracy are the most annoying.,116002,"@141834 We'd like to gather more info about everything that's going on so we can find the best way to get this resolved. DM us more info, like which model of iPhone and the exact version of the operating system you're using for starters, and we'll team up. https://t.co/GDrqU22YpT",,,,
2666199,@AppleSupport I just got my iPhone SE. The screen is terrible - much worse view angles as on my 4s. It was advertised as being an IPS screen. Has this been replaced with a TN panel on the newer versions?,2666196,@751157 We'd like to help. What exactly is happening?,,,,
2046001,Idk if it’s the new iOS update but my phone been lagging lately @AppleSupport,2045999,@605082 We'll be happy to get things working as expected again. Can you DM us the exact version of iOS and what's happening exactly? https://t.co/GDrqU22YpT,,,,
2017504,why is it every time I update my phone something stops working? @AppleSupport pissed my lock screen no longer works now after updating 🙄,2017503,"@596645 We'd be glad to work with you on a solution. Meet up with us in DM with some details on what's happening, and we'll get started. https://t.co/GDrqU22YpT",,,,
1013203,"@AppleSupport after I updated my phone to OS 11, the battery performance is deteriorated..how can I revert back to OS 10?",1013202,@359755 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble.,,,,
742283,#ios11update is taking the piss out of my battery. I am not upgrading it that’s what @115858 are thinking. Charged my phone full 3 times 2day,742282,@297501 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,,,
2637004,"hi, If you dont have the ability and quality of developing ios so please don't do it!! None of my photos or videos that I took with last version are not loading clarity.  The phone crashes at least 2 times every day. This is unbearable @AppleSupport https://t.co/3uClpasA2L",2637003,@744296 We'd be glad to assist with this. Have you updated all the way to iOS 11.1.2? Are you using iCloud Photo Library?,,,,
1623368,"@AppleSupport i keep getting ""unable to make purchase from ITunes"" pop ups. why?",1623367,@497280 We'll help get you on the right path! Reach out to iTunes support team by clicking here: https://t.co/SDIe7UiyJN,,,,
284882,@115858 I updated my phone to your stupid update and now my phone wont turn on,284880,@183868 Understood. We want to help! Which iPhone model do you have? Have you tried these steps already? https://t.co/o7nB3pXfMv,,,,
835409,update: it has now been 12 hours @115858 I need assistance 🙏🏼,835408,@318894 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,,,,
109050,"@AppleSupport Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?",109049,"@140204 That's a great question! No, you don't have to buy your iPhone directly from us. Please take a look at the following article for some guidance on purchasing an AppleCare plan for your device: https://t.co/brpZQUaYqu",,,,
1944218,Thanks to your new update @115858 I can wake up to silent alarms now,1944216,"@506507 We want you to be able to hear your alarms, so we’d like to investigate this. To begin, tell us which device you’re using.",,,,
1930379,@277633 @115858 Agreed. My 7sP has only had issues since 8 came out.  My kid is going to beat me soon with her 7sP all it’s issues.  @115858 software bytes,1938543,"@576661 Reach out to us via DM and let us know the type of issues you're having, then we can help resolve them from there. https://t.co/GDrqU22YpT",,,,
1644562,"@AppleSupport Hi, what lens is on the built in webcam on the 2015 Retina Macbook Pro? What focal length is it? Thanks.",1644561,@271816 You can find all available technical specifications of the 2015 Retina MacBook Pro here: https://t.co/qXluSG89xI,,,,
827144,@AppleSupport seriously! My 8 plus has crashed 6 times in the past 3 hours and at leat 20 since purchase. Freezes when opening apps. WTF??,827143,@317028 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,,,,
1681631,@AppleSupport can I have some assistance with iCloud syncing? I have one account only however the data is not reconciling between devices,1681628,"@511257 Sure, let's look into this. Which two devices do you have and what are the software versions? What are you trying to sync?",,,,
2237357,@AppleSupport I️ bought an album on iTunes that won’t download and is saying it’s not available in the US. Some help please 🤷🏻‍♀️,2237356,@652430 You've come to the right place. We'd like to help. Which album are you having the issue with?,,,,
2754768,"@AppleSupport It was purchased through an @118101 store. The home screen keeps freezing with no clock, notifications etc. At times it has to be completely restarted.... :-/",2754767,@14733 Which iOS version is your iPhone using in Settings &gt; General &gt; About? Let us know in DM. https://t.co/GDrqU22YpT,,,,
1775557,"@AppleSupport Hi, my App Store has been messing up since I downloaded iOS11 , can’t download apps nor update apps.",1775556,@533549 Let’s work together so you can get your Apps updated. Which device are you using? Let us know via a DM. We’ll go from there. https://t.co/GDrqU22YpT,,,,
2051466,@AppleSupport iOS 11 ruined my battery life and slowed down my iPhone immensely. Takes me much longer to type messages or posts.,2051465,@606678 Having your iPhone working great is our goal. Let us know in DM if this slow performance is system wide or certain apps only. https://t.co/GDrqU2kzhr,,,,
1974151,Dear @115858 your iOS update SUCKS.  Drains battery. And insists on “live” photos #FAIL,1974150,@231157 We'd like to look into the issues you're having on iOS 11. Join us in DM and confirm the iPhone model that you're using. https://t.co/GDrqU22YpT,,,,
1752115,@AppleSupport is iTunes down? Have purchased songs but they say unavailable to download at this time?!!!,1752114,@527860 We'd like to help. There aren't any reported outages with iTunes. Which device are you currently using?,,,,
1939981,@AppleSupport why is your calculator broken? 1+2+3 = 24 .... ?!?!,1939980,@577031 Let's look into this for you. Send us a DM with a screen recording of this issue to get started: https://t.co/4LuYBB7Kns https://t.co/GDrqU22YpT,,,,
1857818,"@AppleSupport The battery drain on ios11.3 is awful. Hurry up and sort it, Apple",1857817,"@555548 We know battery life is important, and we'd like to see how we can help. To start, DM us the device you're experiencing this on. https://t.co/GDrqU22YpT",,,,
2630172,"@115858 @AppleSupport my #HaloGames from @115890 #HaloSA and #HaloSS are crashing. Latest iOS updates and iPhone 7 restarts did not help. 

These games are no longer on the app store. 

What do I do? https://t.co/r727jxvNjb",2630171,"@596269 Reach out to us via DM, then we can advise you on this from there. https://t.co/GDrqU22YpT",,,,
41556,@AppleSupport locked out of my iPad. Followed instructions but it hasn’t worked. Please help. Also I want to turn this feature off,41555,@125135 Let us know exactly what you see on your display currently. This will help us determine the best next steps to assist.,,,,
1742396,@115858 fix this I️ shit,1742395,@525586 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,
1939462,@applesupport Fix your iOS 11 disaster now. My work iPhone crashes 40-50/day. Can't run my company on unreliable iOS. Switching to #Android,1939461,@576905 Having a reliable iPhone is important! Let us help with yours. DM us your exact iOS version. We'll continue from there. https://t.co/GDrqU22YpT,,,,
396971,@AppleSupport Wi-Fi i haven’t tried on cellular data,396973,"@210024 OK. To help isolate the issue, let’s have you test it out on cellular data, and let us know what happens.",,,,
955690,Dear @115858 I need y’all to update the iOS agin to where I can turn off the automatic brightness! I had having my brightness all the way up!,955689,@346743 Your auto-brightness can be enabled/disabled through Settings &gt; General &gt; Accessibility &gt; Display Accommodations.,,,,
2040302,Apple decided to delete ALL my @115948 with this software update 😿 @115858 @115858 @115858,2040301,@603283 We want to help. DM us which device you're having this issue on and we'll work with you on this issue there. https://t.co/GDrqU22YpT,,,,
601368,"@262665 Stay with 10.3.3, i updated the same iPhone to 11.2 and in 30 minutes i lost almost 10 point of battery % @115858 what are you f**** doing??!! If i can i will downgrade to 10.3.3",601367,"@262664 We'd love to look into your battery issues with you. DM us more info, such as which apps are using the most power in Settings &gt; Battery, and we'll get started by eliminating the most common causes for battery drain. https://t.co/GDrqU22YpT",,,,
2899041,@115948 @AppleSupport for sure just pissed me off this morning! How is it that I verified my student account multiple times  for Apple Music and you debit my account for 9.99?!! I need answers and I need them now!,2899040,@803150 We’re here to help! We'd like to look into what's happening with your account. Please contact our iTunes Store Advisors to look into this with you here: https://t.co/SDIe7UiyJN,,,,
2435328,"@AppleSupport Yes contacts are on my phone, no restarting has not solved anything",2435330,@698753 Let's take a closer look at your issue. Reach out via DM using the link below. https://t.co/GDrqU22YpT,,,,
1773625,"@AppleSupport New OS freezes often (including mail, Facebook, ring, safari, maps) Alphabet in apps (Facebook / Instagram) are not reading correctly",1773627,@533056 Is this happening in iOS 11.1? https://t.co/80YRnjDFDk Are all apps updated? Send us a DM with more details. https://t.co/GDrqU22YpT,,,,
1932931,"@AppleSupport hi, people can’t hear me unless I put it on speaker. Can you please help me",1932930,@575191 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,,
2417481,"@AppleSupport @115858 #recommendation #HeySiri #Handsfree #DoNotDisturb. Please incorporate a ""Hey Siri"" function to turn on 'Do Not Disturb' while in driving. I tried that today, and Siri said it couldn't while I was in the car.",2417479,@694720 Thanks for reaching out. We welcome your feedback about this here: https://t.co/eTPVYVFyd8,,,,
435827,@AppleSupport how can I downgrade from iOS 11?. This iPhone SE is overheating after updated,435826,@218524  We'd certainly like to help you with any issues you're noticing. Can you tell us what is happening since you updated?,,,,
1007820,"@AppleSupport My iPhone has been restarting &amp;has zero space,malfunctions than has a lot of space&amp;has trouble w/iCloud music library. Help",1007818,@311210 This is certainly not the behavior we want you to experience. Could you tell us which iPhone and iOS version you're using?,,,,
356145,"@AppleSupport hi, i am from UAE, i have iP6s my board damaged. where i can replace the mother board??",356144,@200563 Hello. We received your DM. Please check there for our response.,,,,
1471823,"@AppleSupport Why does it take 1 day to recover my account? I gave my CC info on file, and code from text message you guys sent me.",1471821,@461645 Learn how to shorten your account recovery wait here: https://t.co/nXAGZj0EE7,,,,
1776353,"My phone radiates enough heat to grill off of. Fixing it would cost a lot less than a lawsuit, allegedly. @AppleSupport",1776352,@533803 We'd be more than happy to take a look at it with you. Please send us a DM so we may better assist you. https://t.co/GDrqU22YpT,,,,
2560408,@AppleSupport I have restarted at least 5x since installation. 11.1,2560410,@531982 DM us your exact iOS version from the Settings app &gt; General &gt; About and we can take a look at this. https://t.co/GDrqU2kzhr,,,,
2109806,"@AppleSupport For the past hour, every 2 minutes I’ve had to restart my phone. Will there be an update of IOS11? I’m not the only one experiencing this-Phones are bugging out like wild fire.",2109805,@622427 We want to be sure you can use your iPhone as you'd expect. DM us and let us know why you have to restart so frequently. https://t.co/GDrqU22YpT,,,,
1763001,Yup @115858 keyboard needs to be fixed I can’t stand it,1763000,@530421 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,
604021,Can’t update or download FREE apps due to a billing problem? Wtf @115858 ?? #apple #iPhoneX,604020,"@263568 Thanks for reaching out. We’d like to get you in touch with an expert from our iTunes team, so they can assist further. Use this link to get connected with them: https://t.co/SDIe7UiyJN",,,,
541118,@AppleSupport why tf my phone keep restarting!,541117,"@245526 Hello. A phone that restarts on its own is unexpected behavior, however we'll be happy to help you with resolving this. To get started, may we have your iOS version?",,,,
2506697,My iPhone 7 Plus isn’t charging when on safari watching stuff online can anyone help to fix this? @AppleSupport @115858 #Iphone7,2506696,@714725 Although this may be expected behavior depending on your settings. We'd like to look into this to be sure. Are you using the power cable that came with the device? Let us know in DM. https://t.co/GDrqU22YpT,,,,
2678850,how do i go from 86% to 60%..?! get ur shit together @115858,2678849,@753803 Let us help! DM us what device you’re using and your software version. We’ll continue from there. https://t.co/GDrqU22YpT,,,,
1101069,@AppleSupport All my contacts erased from my phone. I didn’t do anything. Can you tell me how to restore ? This is the second.,1101068,@379778 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,,,
159557,@AppleSupport Travelled to but a new MacBook. Home to find only half charger in box. Where is quality control? If I take the wrapper off the machine &amp; use my old charger with a USB-C adapter am I invalidating my warranty? Best to return whole boxed machine?,159556,@152732 We'd like to investigate further with you. Send us a DM and we can look into this from there. https://t.co/GDrqU22YpT,,,,
